1	0	2	0.5	0.718282
2	0.25	2.25	0.25	0.468282
4	0.375	2.44141	0.125	0.276876
8	0.4375	2.56578	0.0625	0.152497
16	0.46875	2.63793	0.03125	0.0803533
32	0.484375	2.67699	0.015625	0.0412917
64	0.492188	2.69734	0.0078125	0.0209369
128	0.496094	2.70774	0.00390625	0.0105428
256	0.498047	2.71299	0.00195313	0.0052902
512	0.499023	2.71563	0.000976563	0.00264983
1024	0.499512	2.71696	0.000488281	0.0013261
